ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Chicken Breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_34,North,True,2.8,9.373530564809643
Lays Chips 100g,PepsiCo,Snacks,232,2025-06-23,2025-07-03,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_44,Unknown,Unknown,3.1,11.080239510630287
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_32,Unknown,Unknown,2.3,4.255563482929404
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_45,Unknown,Unknown,5.8,8.269674635607801
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_33,Unknown,Unknown,14.8,13.994454189529112
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_34,Unknown,Unknown,8.1,13.614357954235231
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_23,Unknown,Unknown,7.8,25.95818349732222
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_46,Unknown,Unknown,4.0,7.7106281302908
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_35,North,True,13.6,23.416833020590364
Spinach Bunch,Local Farmer,Produce,145,2025-06-15,2025-06-22,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_47,Unknown,Unknown,7.2,13.631404595093173
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_24,Unknown,Unknown,8.1,20.864712789593103
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_36,North,True,5.5,19.911568912019725
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_37,North,True,13.1,17.51829701159428
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_38,North,True,11.7,4.953354735954428
Banana 6pcs,Local Farmer,Produce,154,2025-06-14,2025-06-21,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_15,West,False,3.6,6.091653324219069
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_48,Unknown,Unknown,11.7,12.221381162809507
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_39,North,True,4.6,0.5320828498705751
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_25,Unknown,Unknown,14.9,15.169216917531031
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_26,Unknown,Unknown,4.5,4.164353553482537
Lays Chips 100g,PepsiCo,Snacks,232,2025-06-23,2025-07-03,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_49,Unknown,Unknown,11.5,11.014136717955552
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_35,Unknown,Unknown,8.0,5.204514120956164
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_27,Unknown,Unknown,2.4,20.20134884813332
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,2025-06-19,2025-06-23,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_50,Unknown,Unknown,6.4,14.523430718350882
Fish Fillet 300g,FreshCatch,Meat,206,2025-06-18,2025-06-29,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_28,Unknown,Unknown,5.8,18.607592502434525
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_40,North,True,6.5,5.811750067291721
Spinach Bunch,Local Farmer,Produce,115,2025-06-16,2025-06-23,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_51,Unknown,Unknown,10.7,20.042690037882352
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_36,Unknown,Unknown,5.6,11.640395062835443
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_52,Unknown,Unknown,11.0,6.179841336439774
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_37,Unknown,Unknown,14.0,11.976405613326694
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_41,North,True,6.4,24.26385863647381
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_38,Unknown,Unknown,8.1,13.663122501148452
Fish Fillet 300g,FreshCatch,Meat,37,2025-06-15,2025-06-18,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_16,West,False,5.8,4.068771751310263
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_17,West,False,13.1,12.951608562206818
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_42,North,True,12.4,18.55922787501462
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_43,North,True,2.3,19.1635945697461
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_39,Unknown,Unknown,13.0,12.423330080312384
Bingo Mad Angles,ITC,Snacks,60,2025-06-22,2025-07-03,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_44,North,True,14.2,21.716830736960773
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_40,Unknown,Unknown,5.1,11.530870972023166
Bingo Mad Angles,ITC,Snacks,26,2025-06-15,2025-06-24,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_53,Unknown,Unknown,13.6,13.07631332467675
Kurkure Masala,PepsiCo,Snacks,59,2025-06-20,2025-06-23,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_41,Unknown,Unknown,2.4,13.86809376292993
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_18,West,False,4.3,18.20194660505756
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_42,Unknown,Unknown,6.6,9.999784946387043
Banana 6pcs,Local Farmer,Produce,154,2025-06-14,2025-06-21,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_19,West,False,14.8,5.934264599052246
Brown Bun Pack,Harvest Gold,Bakery,222,2025-06-18,2025-06-22,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_20,West,False,8.2,27.93714902190828
Kurkure Masala,PepsiCo,Snacks,59,2025-06-20,2025-06-23,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_43,Unknown,Unknown,14.6,12.370107727344044
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_45,North,True,4.2,0.6619376184179412
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_46,North,True,10.5,22.769063607823448
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_44,Unknown,Unknown,5.8,5.025474200250203
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_45,Unknown,Unknown,5.5,19.058312939768246
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_46,Unknown,Unknown,12.2,19.815661800152085
Brown Bun Pack,Harvest Gold,Bakery,222,2025-06-18,2025-06-22,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_21,West,False,9.5,24.23643333807484
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_54,Unknown,Unknown,6.2,11.55730828601303
Lays Chips 100g,PepsiCo,Snacks,144,2025-06-14,2025-06-24,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_47,Unknown,Unknown,10.9,12.758948404014006
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_29,Unknown,Unknown,8.9,7.929286760497273
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_47,North,True,10.8,0.4906095136331367
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_55,Unknown,Unknown,14.4,19.471943181066912
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_30,Unknown,Unknown,7.3,10.678006118328062
Tomato 1kg,Local Farmer,Produce,204,2025-06-18,2025-06-21,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_56,Unknown,Unknown,3.5,10.42982204275028
White Bread,Harvest Gold,Bakery,261,2025-06-25,2025-07-04,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_31,Unknown,Unknown,8.0,16.465170989448005
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_48,Unknown,Unknown,2.9,11.760386169777416
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_49,Unknown,Unknown,7.1,13.008126073258577
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_48,North,True,3.2,0.5619642523536623
Nestlé Yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_49,North,True,6.0,2.627913430941493
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_50,Unknown,Unknown,8.6,23.55534509047028
Mutton Mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_50,North,True,12.2,7.7715421048199325
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_57,Unknown,Unknown,6.9,10.701597085127837
Chicken Breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_58,Unknown,Unknown,8.1,2.99794281262086
Lays Chips 100g,PepsiCo,Snacks,144,2025-06-14,2025-06-24,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_51,Unknown,Unknown,10.1,16.280982284271946
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_32,Unknown,Unknown,2.4,8.065967435703437
Lays Chips 100g,PepsiCo,Snacks,232,2025-06-23,2025-07-03,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_59,Unknown,Unknown,2.0,9.720289320273668
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_22,West,False,9.7,15.315659113325752
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_33,Unknown,Unknown,2.7,3.800676979590456
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_60,Unknown,Unknown,8.1,9.401435141061894
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_61,Unknown,Unknown,3.6,14.755742143776828
Nestlé Yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_51,North,True,14.9,2.8478040858955174
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_52,North,True,12.1,2.2424720551489257
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_34,Unknown,Unknown,2.4,4.24657132219609
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_35,Unknown,Unknown,10.3,4.06408059362634
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_52,Unknown,Unknown,5.4,11.495258125951658
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_53,Unknown,Unknown,12.5,16.543789603102397
Fish Fillet 300g,FreshCatch,Meat,228,2025-06-23,2025-06-27,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_36,Unknown,Unknown,7.6,20.15506463076117
White Bread,Harvest Gold,Bakery,261,2025-06-25,2025-07-04,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_37,Unknown,Unknown,5.0,17.75095303066924
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_53,North,True,5.4,17.90196827158625
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_38,Unknown,Unknown,3.8,4.045695449188197
Chicken Breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_54,North,True,13.3,9.766950230782566
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_55,North,True,13.1,0.5856789004589457
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_56,North,True,4.6,4.415558039121852
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_54,Unknown,Unknown,14.6,13.522657867703318
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_57,North,True,6.5,20.90565717245647
Lays Chips 100g,PepsiCo,Snacks,144,2025-06-14,2025-06-24,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_55,Unknown,Unknown,13.7,13.42249464331372
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_39,Unknown,Unknown,13.4,12.639068693362814
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_23,West,False,4.1,20.174992897688828
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_58,North,True,13.6,0.542974294852877
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_59,North,True,13.5,1.6317317995550134
Mutton Mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_40,Unknown,Unknown,14.0,28.14099413357596
Mutton Mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_60,North,True,12.2,22.34855652566437
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_56,Unknown,Unknown,5.1,4.014848053364737
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_57,Unknown,Unknown,9.5,9.693836281243703
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_61,North,True,3.4,4.240478699423167
Bingo Mad Angles,ITC,Snacks,289,2025-06-27,2025-07-07,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_62,Unknown,Unknown,15.0,13.594152912692476
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_58,Unknown,Unknown,8.1,15.89196032218575
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_63,Unknown,Unknown,8.6,7.379854424987331
Brown Bun Pack,Harvest Gold,Bakery,90,2025-06-26,2025-07-08,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_59,Unknown,Unknown,13.1,19.01041207737472
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_41,Unknown,Unknown,13.0,9.45090723296851
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_42,Unknown,Unknown,14.0,8.732652868346557
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_64,Unknown,Unknown,5.1,7.556049566667808
White Bread,Harvest Gold,Bakery,162,2025-06-26,2025-07-02,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_43,Unknown,Unknown,5.9,11.47451307067723
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_65,Unknown,Unknown,12.3,28.119218017332276
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_66,Unknown,Unknown,8.7,25.949991711395334
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,2025-06-19,2025-06-23,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_67,Unknown,Unknown,13.4,14.275960131734236
Kurkure Masala,PepsiCo,Snacks,148,2025-06-12,2025-06-19,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_62,North,True,5.0,0.7025049138748536
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_68,Unknown,Unknown,4.5,9.773977023436345
Nestlé Yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_24,West,False,4.3,17.696946058517483
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_69,Unknown,Unknown,12.7,24.84764168338715
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_60,Unknown,Unknown,2.3,12.359708712555516
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_70,Unknown,Unknown,13.1,23.231400920898924
Spinach Bunch,Local Farmer,Produce,145,2025-06-15,2025-06-22,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_71,Unknown,Unknown,2.9,17.156042321792455
Brown Bun Pack,Harvest Gold,Bakery,42,2025-06-14,2025-06-17,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_72,Unknown,Unknown,4.0,20.330771716349467
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_73,Unknown,Unknown,13.7,9.232483398435948
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_74,Unknown,Unknown,11.8,9.259686023144122
Kurkure Masala,PepsiCo,Snacks,224,2025-06-24,2025-07-06,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_44,Unknown,Unknown,5.1,4.146823306707194
Kurkure Masala,PepsiCo,Snacks,283,2025-06-12,2025-06-15,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_61,Unknown,Unknown,9.0,10.362075091380772
Brown Bun Pack,Harvest Gold,Bakery,39,2025-06-19,2025-06-30,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_62,Unknown,Unknown,9.6,10.491756679883473
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_45,Unknown,Unknown,14.2,10.583978531923828
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_63,North,True,11.6,5.794683856860759
Bingo Mad Angles,ITC,Snacks,92,2025-06-20,2025-06-28,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_63,Unknown,Unknown,12.7,10.417276000201364
Brown Bun Pack,Harvest Gold,Bakery,247,2025-06-25,2025-07-03,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_64,Unknown,Unknown,2.5,9.776070940105727
Multigrain Cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_75,Unknown,Unknown,5.2,7.758000339879617
Amul Milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_65,Unknown,Unknown,5.4,11.744531627414586
Brown Bun Pack,Harvest Gold,Bakery,222,2025-06-18,2025-06-22,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_25,West,False,14.1,18.814315526292077
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_46,Unknown,Unknown,8.8,7.338581390866389
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_64,North,True,2.2,2.3680444957371174
Amul Milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_47,Unknown,Unknown,6.0,7.940442140309595
Tomato 1kg,Local Farmer,Produce,204,2025-06-18,2025-06-21,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_76,Unknown,Unknown,3.5,8.166836518268466
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_65,North,True,9.8,24.41307412946513
Spinach Bunch,Local Farmer,Produce,145,2025-06-15,2025-06-22,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_77,Unknown,Unknown,6.9,18.001614911016613
Fish Fillet 300g,FreshCatch,Meat,40,2025-06-21,2025-06-25,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_66,Unknown,Unknown,3.8,11.406465769956569
Lays Chips 100g,PepsiCo,Snacks,116,2025-06-14,2025-06-22,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_78,Unknown,Unknown,11.0,7.945850315215377
Banana 6pcs,Local Farmer,Produce,154,2025-06-14,2025-06-21,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_26,West,False,5.1,6.582404722490617
Fish Fillet 300g,FreshCatch,Meat,206,2025-06-18,2025-06-29,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_48,Unknown,Unknown,5.8,14.6554837991467
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_66,North,True,2.1,2.3446876672383694
Bingo Mad Angles,ITC,Snacks,63,2025-06-25,2025-07-02,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_27,West,False,4.0,15.395012608922611
Brown Bun Pack,Harvest Gold,Bakery,32,2025-06-24,2025-06-27,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_67,North,True,13.7,22.680813393028416
Spinach Bunch,Local Farmer,Produce,115,2025-06-16,2025-06-23,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_79,Unknown,Unknown,11.5,24.41996071327996
Spinach Bunch,Local Farmer,Produce,253,2025-06-12,2025-06-15,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_80,Unknown,Unknown,4.3,11.72572826822866
Spinach Bunch,Local Farmer,Produce,268,2025-06-16,2025-06-24,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_68,North,True,14.0,4.18544826516638
Amul Milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_67,Unknown,Unknown,8.1,5.326234856770132
Nestlé Yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_69,North,True,10.5,1.856378100223694
Spinach Bunch,Local Farmer,Produce,253,2025-06-12,2025-06-15,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_81,Unknown,Unknown,9.8,14.796663912228402
Multigrain Cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_82,Unknown,Unknown,2.6,8.878790528401783
